SYMBOL	X.1	day2_log2FoldChange	day2_lfcSE	day2_stat	day2_pvalue	day2_padj	day6_log2FoldChange	day6_lfcSE.	day6_stat	day6_pvalue	day6_padj
RPE	ENSG00000197713	1.084285368	0.234767832	4.618543184	3.86E-06	0.000142053	1.048281218	0.256707735	4.083559139	4.44E-05	0.000713947
RPF1	ENSG00000117133	1.081755325	0.228522594	4.733690904	2.20E-06	8.98E-05	1.151016071	0.295841112	3.890656244	1.00E-04	0.001343327
RAB11FIP2	ENSG00000107560	1.080883649	0.268651344	4.023369596	5.74E-05	0.001221389	0.949314108	0.252874857	3.754086591	0.000173975	0.002083121
SUZ12	ENSG00000178691	1.080695915	0.25057304	4.312897799	1.61E-05	0.000451709	1.206484564	0.264888791	4.554683338	5.25E-06	0.000130778
RBM34	ENSG00000188739	1.079996912	0.320161133	3.373291764	0.000742752	0.008172077	0.772133785	0.266955007	2.892374235	0.003823422	0.021832721
RN7SL1	ENSG00000276168	1.079876407	0.372219181	2.901184204	0.003717553	0.025636685	-0.842149692	0.292569174	-2.878463508	0.003996175	0.022548572
PDE1B	ENSG00000123360	1.079267676	0.356839361	3.024519693	0.002490283	0.019295073	1.060445294	0.29990171	3.535976151	0.000406271	0.004043528
TMED5	ENSG00000117500	1.078419636	0.306615179	3.517176283	0.000436164	0.005527358	1.641420704	0.322979729	5.082116789	3.73E-07	1.40E-05
MTHFS	ENSG00000136371	1.07813301	0.272347052	3.95867332	7.54E-05	0.001505405	1.352796665	0.289984739	4.665061582	3.09E-06	8.46E-05
PFDN2	ENSG00000143256	1.077215202	0.204442349	5.269041395	1.37E-07	8.98E-06	0.816717231	0.275747088	2.961834474	0.003058121	0.018512276
MEMO1	ENSG00000162959	1.076830399	0.28071544	3.836021269	0.000125044	0.002212905	0.895542468	0.275779717	3.24731085	0.001165011	0.009006046
UBE2S	ENSG00000108106	1.076460733	0.284431826	3.784600153	0.000153956	0.002575327	1.566312372	0.290158113	5.39813399	6.73E-08	3.28E-06
PRELID3B	ENSG00000101166	1.0760257	0.235074706	4.577377625	4.71E-06	0.000166109	1.257596359	0.282599454	4.450101868	8.58E-06	0.000191232
NBN	ENSG00000104320	1.071645941	0.264525053	4.051207742	5.10E-05	0.001109995	0.946114007	0.255914811	3.696988091	0.000218173	0.002486752
NDUFB1	ENSG00000183648	1.068532886	0.30986101	3.4484264	0.000563863	0.006639507	0.812356891	0.282108825	2.879586946	0.003981965	0.022501858
NAA38	ENSG00000183011	1.068233563	0.352078231	3.034080126	0.002412703	0.018866174	0.932625005	0.250481094	3.723334932	0.000196608	0.002294975
SCOC	ENSG00000153130	1.068146478	0.313215005	3.410265991	0.000648996	0.007379641	1.17286902	0.304596252	3.850569441	0.000117844	0.00153365
NOSIP	ENSG00000142546	1.067962285	0.328277027	3.253234911	0.001140991	0.011180958	1.126112183	0.310687766	3.624578451	0.000289433	0.003122312
SAMHD1	ENSG00000101347	1.067703821	0.316939753	3.368791104	0.000754986	0.008259848	0.953661065	0.244464085	3.901027286	9.58E-05	0.001304767
ARMCX1	ENSG00000126947	1.066415527	0.249177755	4.279738074	1.87E-05	0.000509267	0.942812179	0.250174891	3.768612325	0.000164158	0.001989646
TOR1B	ENSG00000136816	1.065855369	0.313702148	3.397666786	0.000679631	0.007638473	1.084242494	0.234294309	4.627694529	3.70E-06	9.86E-05
DIPK1A	ENSG00000154511	1.065303347	0.248615588	4.28494188	1.83E-05	0.000500545	1.125959562	0.298567191	3.771209947	0.000162458	0.001972196
SHLD3	ENSG00000253251	1.063947951	0.256205386	4.152715	3.29E-05	0.000787746	1.108009137	0.282265798	3.925410534	8.66E-05	0.001206107
NDUFB7	ENSG00000099795	1.063903672	0.338691629	3.141216318	0.001682477	0.014702795	0.892126564	0.262380118	3.400130208	0.000673538	0.00593078
NFU1	ENSG00000169599	1.063259565	0.207518029	5.123697295	3.00E-07	1.76E-05	1.117136022	0.286032182	3.905630535	9.40E-05	0.001288925
TUBA8	ENSG00000183785	1.063071511	0.306841445	3.464562977	0.000531094	0.006353989	0.759091822	0.299133673	2.537634142	0.011160459	0.048498351
RMI2	ENSG00000175643	1.062398375	0.267462524	3.972139192	7.12E-05	0.00144683	0.836516154	0.268219526	3.11877426	0.00181605	0.012672268
ANO5	ENSG00000171714	1.062370443	0.332516178	3.194943624	0.001398582	0.012922608	1.062802665	0.289271434	3.674067115	0.00023872	0.002672771
SMC4	ENSG00000113810	1.060257432	0.324295963	3.269412982	0.001077709	0.010727724	0.683012426	0.252397941	2.706093495	0.006807988	0.03349836
SNX16	ENSG00000104497	1.059826501	0.280561707	3.777516587	0.0001584	0.00261895	1.117923697	0.31077781	3.597179912	0.000321686	0.003378965
SLC16A4	ENSG00000168679	1.059792926	0.257544353	4.1149919	3.87E-05	0.000900522	0.988181236	0.27166342	3.637520412	0.000275275	0.002997999
STEAP1B	ENSG00000105889	1.059092271	0.363963984	2.909882068	0.003615652	0.025135485	1.256745395	0.392388711	3.202807216	0.001360951	0.010150051
LOC401312	ENSG00000105889	1.059092271	0.363963984	2.909882068	0.003615652	0.025135485	1.256745395	0.392388711	3.202807216	0.001360951	0.010150051
SDHB	ENSG00000117118	1.058417955	0.203013718	5.213529239	1.85E-07	1.17E-05	1.418217617	0.295317118	4.802354935	1.57E-06	4.75E-05
PSMA3	ENSG00000100567	1.05747532	0.247108184	4.279402261	1.87E-05	0.000509267	0.878207704	0.26043499	3.37208032	0.000746027	0.006403116
CDC7	ENSG00000097046	1.057003031	0.242910568	4.351408168	1.35E-05	0.000392995	0.971728268	0.276577021	3.513409261	0.000442395	0.00429233
ATP5F1C	ENSG00000165629	1.056805084	0.222624382	4.747032074	2.06E-06	8.57E-05	1.350813246	0.30256067	4.46460291	8.02E-06	0.000180783
SHOC2	ENSG00000108061	1.055607755	0.290821349	3.629746433	0.0002837	0.004018094	0.847883398	0.296365024	2.860942856	0.004223832	0.02344376
COX6C	ENSG00000164919	1.054225327	0.206807038	5.097627905	3.44E-07	1.95E-05	0.945964966	0.22422417	4.218835852	2.46E-05	0.000441616
ZBTB21	ENSG00000173276	1.053085694	0.198052216	5.317212388	1.05E-07	7.05E-06	1.426779543	0.229289141	6.222621514	4.89E-10	4.31E-08
RPL26L1	ENSG00000037241	1.052242404	0.253289203	4.154312109	3.26E-05	0.000784341	1.046339864	0.294640342	3.5512444	0.000383414	0.003863335
AQP4	ENSG00000171885	1.052016656	0.228540125	4.603203296	4.16E-06	0.000150892	1.438019439	0.258935532	5.553580962	2.80E-08	1.54E-06
USP1	ENSG00000162607	1.050959682	0.294947626	3.563207804	0.00036635	0.004885572	0.745118255	0.269967698	2.760027445	0.005779651	0.029683305
BOLA2	ENSG00000183336	1.049949099	0.235141877	4.465172748	8.00E-06	0.000256287	1.479354217	0.341675484	4.329705478	1.49E-05	0.000297859
PIP4P2	ENSG00000155099	1.049501399	0.276545384	3.795042188	0.000147618	0.002493814	1.020220244	0.263827248	3.867001051	0.000110182	0.001453048
MTFP1	ENSG00000242114	1.048989767	0.291464721	3.599028256	0.000319408	0.004413393	1.318556527	0.346727019	3.802866385	0.000143032	0.001794754
ANKIB1	ENSG00000001629	1.047706014	0.221195447	4.736562293	2.17E-06	8.87E-05	0.801554244	0.227821729	3.51833975	0.000434256	0.004235019
TIPARP	ENSG00000163659	1.047369122	0.290683442	3.60312618	0.000314413	0.004357665	1.166810001	0.20891016	5.585223817	2.33E-08	1.31E-06
GULP1	ENSG00000144366	1.046819727	0.281814083	3.71457563	0.000203545	0.003147012	0.830441908	0.293024864	2.834032227	0.00459647	0.024970129
GOLT1B	ENSG00000111711	1.043503474	0.275110157	3.793038704	0.000148815	0.002509347	1.230578177	0.309230737	3.979482089	6.91E-05	0.00100516
RPL13AP5	ENSG00000236552	1.042238913	0.265061331	3.932066999	8.42E-05	0.001648269	0.973160475	0.31786138	3.061587646	0.002201665	0.014696277
ZCRB1	ENSG00000139168	1.042181698	0.332871894	3.130879227	0.001742838	0.01509219	0.634113363	0.242838089	2.611259901	0.009020931	0.041481702
FAM207A	ENSG00000160256	1.042124136	0.24840225	4.195308756	2.73E-05	0.000676642	1.02152634	0.305557447	3.343156413	0.000828312	0.006926538
HAX1	ENSG00000143575	1.0405827	0.196777565	5.288116567	1.24E-07	8.17E-06	0.948248682	0.288379854	3.288193222	0.001008326	0.008036246
DCC	ENSG00000187323	1.040424795	0.273036256	3.810573768	0.000138645	0.002373208	1.03205746	0.281701274	3.663659192	0.000248638	0.002760726
KRCC1	ENSG00000172086	1.04001838	0.338392412	3.073409286	0.00211628	0.017357715	0.816891356	0.222793939	3.666578006	0.000245818	0.002738771
FGF7	ENSG00000140285	1.038941129	0.318434119	3.262656441	0.001103732	0.010930692	0.727470254	0.252450385	2.88163654	0.003956158	0.022375668
SMNDC1	ENSG00000119953	1.038156495	0.258267539	4.019694073	5.83E-05	0.00123696	0.978156146	0.268228435	3.646728012	0.000265601	0.00291495
RPS26	ENSG00000197728	1.036100351	0.243461469	4.255705664	2.08E-05	0.000548009	0.895748803	0.249338701	3.592498074	0.000327523	0.003427623
IPMK	ENSG00000151151	1.035832221	0.224167961	4.620786194	3.82E-06	0.000140907	1.498205912	0.264916341	5.6553926	1.55E-08	9.29E-07
RAB5IF	ENSG00000101084	1.035804969	0.338355907	3.061288274	0.002203868	0.017746908	1.676599726	0.247069392	6.785946695	1.15E-11	1.51E-09
PHF5A	ENSG00000100410	1.035624451	0.181016923	5.72114713	1.06E-08	1.03E-06	1.222837554	0.274363947	4.456990669	8.31E-06	0.000186398
SUPT4H1	ENSG00000213246	1.035316909	0.198613829	5.212713099	1.86E-07	1.17E-05	1.110123536	0.301350326	3.683830549	0.000229755	0.002587732
TRIM33	ENSG00000197323	1.03500667	0.348813154	2.967223734	0.003005022	0.022062547	0.709948109	0.272624068	2.604128512	0.009210821	0.042152372
ETNK1	ENSG00000139163	1.033921783	0.297549388	3.474790491	0.000511252	0.006197311	1.32803923	0.206205177	6.440377721	1.19E-10	1.21E-08
MAGOH	ENSG00000162385	1.033628299	0.202094319	5.114583657	3.14E-07	1.81E-05	0.700215526	0.256150404	2.733610862	0.006264403	0.031407565
CHORDC1	ENSG00000110172	1.033527561	0.271105149	3.812275659	0.000137693	0.002361386	1.000172976	0.22392653	4.466522916	7.95E-06	0.000179524
UBL5	ENSG00000198258	1.033504966	0.378766464	2.728607374	0.006360238	0.037617215	0.932077129	0.274450446	3.39615819	0.000683389	0.005985106
PHTF2	ENSG00000006576	1.031450425	0.266928574	3.864143917	0.000111479	0.002022939	1.314137523	0.296119295	4.437865226	9.09E-06	0.000200977
ARL6IP6	ENSG00000177917	1.030831865	0.350197339	2.943574239	0.00324446	0.023328681	1.512054898	0.254317071	5.945550155	2.76E-09	2.06E-07
TRAPPC2B	ENSG00000256060	1.030641243	0.256878001	4.012181805	6.02E-05	0.001268828	1.065365304	0.297830222	3.577089316	0.000347441	0.00358011
NOP10	ENSG00000182117	1.030132825	0.225885501	4.5604203	5.11E-06	0.000177115	1.128856999	0.308149131	3.663346359	0.000248942	0.002762754
H2AC11	ENSG00000196787	1.029743662	0.346939935	2.968074749	0.002996714	0.022025365	1.589367498	0.431337461	3.684742557	0.000228934	0.002580978
DNAJB4	ENSG00000162616	1.028753618	0.271963722	3.782686941	0.000155144	0.002580859	1.227090346	0.306862003	3.998834445	6.37E-05	0.000941196
NOC3L	ENSG00000173145	1.028020551	0.24568801	4.184252015	2.86E-05	0.00070272	0.920641666	0.282610746	3.257631492	0.001123462	0.008736673
C12orf45	ENSG00000151131	1.027829034	0.27240707	3.773136406	0.000161208	0.002655681	0.727323675	0.286505892	2.538599367	0.011129719	0.048420235
TRIR	ENSG00000123144	1.026880069	0.19787546	5.189527128	2.11E-07	1.31E-05	1.003438518	0.254795014	3.938218821	8.21E-05	0.001154403
NAA15	ENSG00000164134	1.026872645	0.289583384	3.546034411	0.000391075	0.005119786	0.710515922	0.270533211	2.626353783	0.008630506	0.040148699
LIN9	ENSG00000183814	1.02668885	0.220586506	4.654359272	3.25E-06	0.000123646	1.373261502	0.26406772	5.200414129	1.99E-07	8.29E-06
EID1	ENSG00000255302	1.026323425	0.270393502	3.795666009	0.000147248	0.00248989	1.012902538	0.26985888	3.753452679	0.000174415	0.002086203
GTPBP2	ENSG00000172432	1.026024879	0.239984887	4.27537289	1.91E-05	0.000515978	0.669569859	0.216914149	3.086796603	0.00202326	0.013755508
SP4	ENSG00000105866	1.024966052	0.271996265	3.768309294	0.000164357	0.00268693	1.408379296	0.30360292	4.638885869	3.50E-06	9.40E-05
RPL26	ENSG00000161970	1.02485725	0.275017842	3.726511862	0.000194148	0.003034539	1.04047341	0.243098532	4.280048096	1.87E-05	0.000355789
FAM3C	ENSG00000196937	1.024627135	0.236966414	4.323934006	1.53E-05	0.000438462	0.803079244	0.261661585	3.069152255	0.002146672	0.0143925
ARL4A	ENSG00000122644	1.023913506	0.314269691	3.258072717	0.001121717	0.011052387	0.698126006	0.215078801	3.245908017	0.001170767	0.009039684
NDUFA5	ENSG00000128609	1.023068799	0.265701724	3.850440945	0.000117905	0.002115079	0.954578902	0.269552321	3.541349215	0.000398086	0.003973808
FOXN2	ENSG00000170802	1.021691651	0.274915601	3.71638294	0.000202095	0.003131726	1.361996914	0.305434317	4.459213782	8.23E-06	0.000184657
RNF114	ENSG00000124226	1.021296231	0.34801272	2.93465202	0.003339219	0.023783402	0.668686219	0.213571858	3.130965967	0.001742324	0.012308117
IFI27L1	ENSG00000165948	1.019905233	0.305683528	3.336474296	0.000848483	0.009000013	0.879681418	0.248330193	3.542386076	0.000396525	0.003963853
TSPAN13	ENSG00000106537	1.019857792	0.289394339	3.524111066	0.000424906	0.005429245	0.968050333	0.310163766	3.121094201	0.001801804	0.01260834
ZNF644	ENSG00000122482	1.019297324	0.250775316	4.06458395	4.81E-05	0.001063215	0.929255986	0.267014388	3.480171957	0.000501092	0.004731701
RPL30	ENSG00000156482	1.018837049	0.283124643	3.598545993	0.000320001	0.004417764	1.16815524	0.253476042	4.608543004	4.06E-06	0.000106582
TMEM50A	ENSG00000183726	1.018769842	0.251135504	4.056653987	4.98E-05	0.001087928	1.129594624	0.245333579	4.604321297	4.14E-06	0.000108267
IL6ST	ENSG00000134352	1.01812788	0.259046688	3.93028719	8.48E-05	0.001654558	1.14370105	0.288381191	3.965934966	7.31E-05	0.001049274
CCNC	ENSG00000112237	1.017199413	0.245523412	4.14298338	3.43E-05	0.000816896	1.179568152	0.286402575	4.118566851	3.81E-05	0.000630646
GTF2A2	ENSG00000140307	1.016869031	0.234958647	4.327863825	1.51E-05	0.000433159	0.916349315	0.29482444	3.108118563	0.001882825	0.013014536
MS4A2	ENSG00000149534	1.013764032	0.372643937	2.720462973	0.006519057	0.038256684	1.627934581	0.34734183	4.686837117	2.77E-06	7.78E-05
EIF1AY	ENSG00000198692	1.013313854	0.247657384	4.09159556	4.28E-05	0.000976334	1.098946819	0.269361544	4.079820759	4.51E-05	0.000722969
KBTBD7	ENSG00000120696	1.013204374	0.342779616	2.9558478	0.003118109	0.022675766	0.819121394	0.294588658	2.780559846	0.005426526	0.028309283
MRPL13	ENSG00000172172	1.01274495	0.240997315	4.20230802	2.64E-05	0.000660883	1.177473633	0.283195068	4.157818293	3.21E-05	0.000548236
IL32	ENSG00000008517	1.012174498	0.36507064	2.772544235	0.005561996	0.034129573	1.301420118	0.396369896	3.283347531	0.001025821	0.008138634
CASP7	ENSG00000165806	1.012078642	0.243547929	4.155562513	3.24E-05	0.000780755	0.944549934	0.237999984	3.968697466	7.23E-05	0.001040997
COX6A1	ENSG00000111775	1.011232426	0.259344038	3.899192881	9.65E-05	0.001810635	1.052255868	0.281156875	3.742593414	0.000182131	0.00216145
TNFRSF10A	ENSG00000104689	1.010907192	0.335648176	3.011806005	0.002596985	0.019878022	0.98699211	0.310665536	3.177024793	0.001487943	0.010862271
CENPK	ENSG00000123219	1.007872133	0.265325255	3.79862872	0.000145499	0.002464137	1.326288476	0.347313169	3.818710589	0.000134151	0.001706845
MRPL36	ENSG00000171421	1.007204586	0.216983534	4.641847999	3.45E-06	0.000130101	1.155702266	0.272013548	4.24869377	2.15E-05	0.000396942
MRPS28	ENSG00000147586	1.007056309	0.28947782	3.478872087	0.000503529	0.006136546	0.900434372	0.30944956	2.909793676	0.003616674	0.020979291
TRUB1	ENSG00000165832	1.003836818	0.258804854	3.878740305	0.000104999	0.001932447	1.300779579	0.255939317	5.082374963	3.73E-07	1.40E-05
ZNF680	ENSG00000173041	1.003791662	0.238234496	4.213460605	2.51E-05	0.000634323	1.07779147	0.260705644	4.134131713	3.56E-05	0.00059853
RPL36	ENSG00000130255	1.000350822	0.256520358	3.899693699	9.63E-05	0.001808143	1.011778518	0.257895958	3.923204252	8.74E-05	0.001214979
TMEM126A	ENSG00000171202	0.999833768	0.294352626	3.396721072	0.000681984	0.007658581	1.146242215	0.33633073	3.408080537	0.000654216	0.005792011
ATP5PF	ENSG00000154723	0.999533868	0.215908924	4.629423597	3.67E-06	0.000136265	0.811647401	0.264743902	3.06578318	0.002171007	0.014529979
NRBF2	ENSG00000148572	0.99941218	0.204025743	4.898461181	9.66E-07	4.74E-05	1.238354225	0.247039464	5.012778946	5.36E-07	1.93E-05
NDUFA7	ENSG00000267855	0.998469771	0.221364485	4.510523771	6.47E-06	0.000214493	1.068030971	0.307310943	3.475408196	0.000510077	0.004799654
CD63	ENSG00000135404	0.998448798	0.251082855	3.976570989	6.99E-05	0.001428024	1.136526161	0.244173759	4.654579442	3.25E-06	8.81E-05
GNGT2	ENSG00000167083	0.99763788	0.306059994	3.259615436	0.001115634	0.011028453	1.402946966	0.429738417	3.264653353	0.001095981	0.008563928
RASSF8	ENSG00000123094	0.997617653	0.269894837	3.696319883	0.000218747	0.003322656	0.828697738	0.301149759	2.75177951	0.005927241	0.030237829
GLIPR2	ENSG00000122694	0.997437428	0.291334872	3.423680185	0.000617793	0.007125724	1.010142807	0.343346179	2.942053442	0.003260437	0.019467339
SPCS2	ENSG00000118363	0.996240946	0.227842792	4.372492712	1.23E-05	0.000364284	0.800477718	0.263789252	3.034535004	0.002409068	0.015591472
NUDCD2	ENSG00000170584	0.995493695	0.221496768	4.49439377	6.98E-06	0.000229173	0.917053746	0.255868721	3.584079143	0.00033827	0.003506234
AK6	ENSG00000085231	0.995239884	0.205673959	4.838920251	1.31E-06	5.90E-05	1.018180648	0.260763823	3.904608537	9.44E-05	0.001291782
RNF181	ENSG00000168894	0.99463449	0.220690851	4.50691312	6.58E-06	0.000217908	1.113770112	0.298586295	3.730144788	0.00019137	0.00224534
CUL5	ENSG00000166266	0.993398905	0.251707944	3.946633102	7.93E-05	0.001569271	0.861536694	0.246809162	3.49069981	0.000481757	0.004601873
USP15	ENSG00000135655	0.993370486	0.303538061	3.272638971	0.001065485	0.010621613	1.101101113	0.31629661	3.481229576	0.000499117	0.004726699
SUSD3	ENSG00000157303	0.99302493	0.348693645	2.847843503	0.004401656	0.028833131	1.697938045	0.410950011	4.131738657	3.60E-05	0.000604351
SMARCA5	ENSG00000153147	0.99273636	0.233285077	4.255464481	2.09E-05	0.00054807	0.753657895	0.243646803	3.093239412	0.001979843	0.013520911
SSBP1	ENSG00000106028	0.99203613	0.20891229	4.748577161	2.05E-06	8.52E-05	0.938624508	0.295456425	3.176862735	0.001488775	0.010864007
MAP2K6	ENSG00000108984	0.991752891	0.265183357	3.739876067	0.000184111	0.002921364	0.746941383	0.29353217	2.54466617	0.010938225	0.04780643
THAP2	ENSG00000173451	0.991597372	0.270214708	3.669664689	0.000242869	0.003597346	1.346806707	0.292933335	4.597656002	4.27E-06	0.000111276
ID2	ENSG00000115738	0.99086147	0.222998243	4.443359991	8.86E-06	0.000277813	1.118806574	0.221323085	5.055083039	4.30E-07	1.58E-05
GAREM1	ENSG00000141441	0.990580706	0.263448565	3.760053527	0.000169877	0.002750124	0.820264188	0.213478978	3.842365159	0.000121854	0.00157773
RPL12	ENSG00000197958	0.990330231	0.259373985	3.818155597	0.000134453	0.002327079	1.027602689	0.270192965	3.803217776	0.000142829	0.001793197
NOP16	ENSG00000048162	0.990097953	0.252110013	3.927245649	8.59E-05	0.001670817	0.920607542	0.322048246	2.858601326	0.004255132	0.02356729
SLC18B1	ENSG00000146409	0.989706403	0.216855301	4.563902288	5.02E-06	0.000174871	0.772210585	0.212953946	3.626185845	0.000287638	0.003111799
LINC01806	ENSG00000227403	0.98967564	0.255787594	3.869130736	0.000109224	0.001998028	1.408340705	0.292419541	4.816164816	1.46E-06	4.48E-05
TXNDC17	ENSG00000129235	0.989386319	0.295636283	3.346633602	0.000817993	0.008748333	1.09174219	0.294167567	3.711293534	0.000206203	0.002384954
EIF1AX	ENSG00000173674	0.987927444	0.263353915	3.751330007	0.000175899	0.002824536	0.991564456	0.268515589	3.692763089	0.000221831	0.002523393
PFN1	ENSG00000108518	0.987800168	0.339866712	2.906434002	0.00365574	0.025333719	0.893935427	0.286159782	3.123903089	0.001784692	0.012526415
EDF1	ENSG00000107223	0.987720632	0.200675038	4.921990508	8.57E-07	4.29E-05	0.803065607	0.241775016	3.321540908	0.000895219	0.007356189
BLVRA	ENSG00000106605	0.987617976	0.251266751	3.930555755	8.47E-05	0.001653898	0.897513657	0.23866281	3.760592856	0.000169511	0.002038906
STC2	ENSG00000113739	0.986938236	0.274970564	3.589250504	0.00033163	0.004527	0.963702012	0.281651028	3.421617239	0.000622499	0.005570257
FBXO30	ENSG00000118496	0.986844639	0.271007057	3.641398314	0.000271161	0.003901533	1.228897296	0.292039484	4.207983388	2.58E-05	0.000459268
C18orf32	ENSG00000177576	0.986181112	0.232704545	4.237910839	2.26E-05	0.000583684	1.205949588	0.270916538	4.451369408	8.53E-06	0.000190599
PSMG1	ENSG00000183527	0.984946662	0.207571151	4.745103822	2.08E-06	8.63E-05	1.187058259	0.317641129	3.737105019	0.000186151	0.00219429
HS6ST2	ENSG00000171004	0.98439794	0.349491162	2.816660464	0.00485258	0.030921962	1.274704002	0.314220422	4.056719148	4.98E-05	0.000781776
