SYMBOL	Ensembl_IDs	log2FoldChange	lfcSE	stat	pvalue	padj
CACNA2D1	ENSG00000153956	1.009799409	0.308229295	3.276130545	0.001052399	0.008293902
MRPL14	ENSG00000180992	1.008886541	0.259028132	3.894891772	9.82E-05	0.001328506
STYX	ENSG00000198252	1.008876184	0.295193879	3.417673111	0.000631589	0.005635528
FBXO45	ENSG00000174013	1.00820959	0.241834968	4.168998386	3.06E-05	0.000526765
TIPRL	ENSG00000143155	1.008206673	0.286194357	3.522804164	0.000427007	0.004187647
ABCB10	ENSG00000135776	1.007496857	0.23406309	4.304381601	1.67E-05	0.000326053
FKBPL	ENSG00000204315	1.007064788	0.269716786	3.73378611	0.000188623	0.002218836
CDKN1B	ENSG00000111276	1.006699347	0.232824493	4.323854988	1.53E-05	0.000304538
C3orf14	ENSG00000114405	1.006645398	0.272287223	3.696998286	0.000218164	0.002486752
CYB561D2	ENSG00000114395	1.006395845	0.289196043	3.479977928	0.000501455	0.004732223
JPH4	ENSG00000092051	1.0058576	0.369897339	2.719288558	0.006542251	0.032457435
CNOT6L	ENSG00000138767	1.004947472	0.261159779	3.848017773	0.000119077	0.001548823
SAT1	ENSG00000130066	1.004227516	0.229132341	4.382740169	1.17E-05	0.00024723
ABI1	ENSG00000136754	1.003890416	0.262063399	3.830715841	0.000127771	0.001639051
NA	ENSG00000277669	1.003727492	0.284685401	3.525742761	0.000422297	0.004148607
SCARNA9	ENSG00000254911	1.003625881	0.365135528	2.748639355	0.005984319	0.030435439
TRIR	ENSG00000123144	1.003438518	0.254795014	3.938218821	8.21E-05	0.001154403
TTC39B	ENSG00000155158	1.002984898	0.234224244	4.282156622	1.85E-05	0.000353146
AP1S2	ENSG00000182287	1.002779879	0.368663786	2.720039011	0.006527421	0.032412122
GPC5	ENSG00000179399	1.001947898	0.389105559	2.575002785	0.010023928	0.044826061
MAP3K1	ENSG00000095015	1.001246608	0.261501971	3.828830059	0.000128754	0.00164461
MYC	ENSG00000136997	1.001219661	0.357346129	2.801820362	0.005081516	0.026967934
TENT2	ENSG00000164329	1.001046872	0.243920221	4.103992973	4.06E-05	0.000663545
SNX11	ENSG00000002919	1.000811539	0.271874348	3.681154715	0.00023218	0.002613691
PPTC7	ENSG00000196850	1.000561018	0.226472039	4.418033336	9.96E-06	0.000216954
BCAS2	ENSG00000116752	1.000401398	0.267112847	3.7452388	0.000180222	0.002141033
NA	ENSG00000242539	1.000334467	0.30118036	3.321380141	0.000895734	0.007356189
CHORDC1	ENSG00000110172	1.000172976	0.22392653	4.466522916	7.95E-06	0.000179524
NEK7	ENSG00000151414	0.99985471	0.273287846	3.658613887	0.000253583	0.002804693
NRAS	ENSG00000213281	0.999841952	0.295253859	3.386380637	0.000708211	0.006155133
BMT2	ENSG00000164603	0.999182403	0.26200464	3.813605758	0.000136954	0.001736682
MRPL42	ENSG00000198015	0.999061196	0.241154719	4.142822501	3.43E-05	0.000579709
ATF2	ENSG00000115966	0.998922468	0.272511043	3.665621974	0.000246738	0.002742312
IFI27L2	ENSG00000119632	0.998745367	0.272101588	3.670487092	0.000242089	0.002702512
MOB1A	ENSG00000114978	0.998718897	0.266345087	3.74971774	0.000177034	0.00211339
SELENOF	ENSG00000183291	0.998384653	0.304316861	3.28074051	0.00103535	0.008197087
ATG101	ENSG00000123395	0.998083412	0.255812276	3.901624369	9.55E-05	0.001303112
PGD	ENSG00000142657	0.998058831	0.193941767	5.146177864	2.66E-07	1.05E-05
ARMC1	ENSG00000104442	0.99796975	0.326322662	3.05822999	0.002226486	0.014809842
TIMM8B	ENSG00000150779	0.997569003	0.265102254	3.76295934	0.000167915	0.00202333
LRRC25	ENSG00000175489	0.996912813	0.308681871	3.229580055	0.001239722	0.009481874
ELOVL4	ENSG00000118402	0.995546873	0.323632338	3.07616624	0.002096809	0.014128366
RIDA	ENSG00000132541	0.995428775	0.302174136	3.294222293	0.000986944	0.007893472
ATP5MC3	ENSG00000154518	0.994586795	0.282531179	3.520272695	0.000431103	0.004209684
CHCHD4	ENSG00000163528	0.99447101	0.271600802	3.661517205	0.000250726	0.002775791
MRC1	ENSG00000260314	0.994285683	0.355582733	2.796214751	0.005170503	0.027357274
RPS17	ENSG00000182774	0.994049332	0.262007761	3.793969035	0.000148258	0.001848112
HEXB	ENSG00000049860	0.993432783	0.211357543	4.700247585	2.60E-06	7.33E-05
TMEM14B	ENSG00000137210	0.993372251	0.291594811	3.406686995	0.000657565	0.005817136
IGF1	ENSG00000017427	0.991733706	0.276978251	3.580547211	0.000342875	0.003544291
DSE	ENSG00000111817	0.991608509	0.226386762	4.380152364	1.19E-05	0.000249251
EIF1AX	ENSG00000173674	0.991564456	0.268515589	3.692763089	0.000221831	0.002523393
FDX1	ENSG00000137714	0.991441759	0.244907896	4.048222925	5.16E-05	0.00080634
TMSB4X	ENSG00000205542	0.991138097	0.338770654	2.925690542	0.003436926	0.020204369
KPNA2	ENSG00000182481	0.991091005	0.233281964	4.248468199	2.15E-05	0.00039698
MGST2	ENSG00000085871	0.991076579	0.243574238	4.068889174	4.72E-05	0.00074981
EFR3A	ENSG00000132294	0.990650725	0.247333034	4.005331224	6.19E-05	0.000921952
COPE	ENSG00000105669	0.990512266	0.243352903	4.070271017	4.70E-05	0.000747107
FAM126A	ENSG00000122591	0.990199794	0.225879803	4.383746491	1.17E-05	0.000246318
NA	ENSG00000275882	0.989798721	0.248160771	3.988538224	6.65E-05	0.000974408
BCKDHA	ENSG00000248098	0.98929151	0.204045174	4.848394545	1.24E-06	3.93E-05
FUT4	ENSG00000196371	0.98894644	0.227472572	4.34754147	1.38E-05	0.000278798
MRPL1	ENSG00000169288	0.988890096	0.305149467	3.2406745	0.001192473	0.009179257
MYNN	ENSG00000085274	0.988604821	0.236652408	4.177455162	2.95E-05	0.000512212
SLC16A4	ENSG00000168679	0.988181236	0.27166342	3.637520412	0.000275275	0.002997999
ENO1	ENSG00000074800	0.988112072	0.253724512	3.894428899	9.84E-05	0.0013292
TNFRSF10A	ENSG00000104689	0.98699211	0.310665536	3.177024793	0.001487943	0.010862271
SUB1	ENSG00000113387	0.986797415	0.271269315	3.637703793	0.00027508	0.0029973
RORA	ENSG00000069667	0.986487064	0.295567646	3.337601654	0.000845048	0.007031926
FCHO2	ENSG00000157107	0.986424783	0.288643759	3.417447124	0.000632114	0.00563579
BAZ1A	ENSG00000198604	0.986392942	0.275316343	3.582762036	0.00033998	0.00352076
ASPHD2	ENSG00000128203	0.985894438	0.347204646	2.83951972	0.00451815	0.02465056
IRF5	ENSG00000128604	0.985714823	0.277186693	3.556140492	0.000376343	0.003808945
FAM20A	ENSG00000108950	0.985212907	0.330297482	2.982804772	0.002856201	0.017666536
LPAR5	ENSG00000184574	0.98512646	0.267196383	3.686900435	0.000227002	0.002565552
LRRTM2	ENSG00000146006	0.984353471	0.35280989	2.790039336	0.005270164	0.027729882
ZNF257	ENSG00000197134	0.984237111	0.298906178	3.292796145	0.000991964	0.007925264
STRIP2	ENSG00000128578	0.984004257	0.277395734	3.547294127	0.00038921	0.003910794
PIK3CA	ENSG00000121879	0.983566387	0.278955164	3.525894169	0.000422056	0.004148026
NA	ENSG00000279778	0.9833105	0.354427773	2.774360741	0.005531031	0.028724007
PLAT	ENSG00000104368	0.983304073	0.239257926	4.109807724	3.96E-05	0.000650324
ABT1	ENSG00000146109	0.982462198	0.269381767	3.647099828	0.000265217	0.00291214
TKT	ENSG00000163931	0.982397133	0.192384163	5.106434533	3.28E-07	1.26E-05
SF3B6	ENSG00000115128	0.98217635	0.22907204	4.287630871	1.81E-05	0.000346007
ZDHHC2	ENSG00000104219	0.981978777	0.223986016	4.384107526	1.16E-05	0.000246139
PDCD2L	ENSG00000126249	0.981977216	0.307404914	3.194409627	0.001401171	0.010355021
NDUFB5	ENSG00000136521	0.981878378	0.275592095	3.562795871	0.000366926	0.003740246
ZBTB6	ENSG00000186130	0.980574571	0.292789405	3.349078055	0.00081081	0.006820221
BORA	ENSG00000136122	0.979449194	0.28144133	3.48011855	0.000501192	0.004731701
MAD2L2	ENSG00000116670	0.978385641	0.225959072	4.329924145	1.49E-05	0.000297824
SMNDC1	ENSG00000119953	0.978156146	0.268228435	3.646728012	0.000265601	0.00291495
KIF2C	ENSG00000142945	0.978132346	0.251139128	3.894782766	9.83E-05	0.001328506
RAB42	ENSG00000188060	0.978000946	0.263434291	3.712504329	0.000205219	0.002375984
TRIM25	ENSG00000121060	0.97791106	0.234981873	4.161644669	3.16E-05	0.000539937
BET1	ENSG00000105829	0.977617089	0.291801683	3.35027913	0.000807302	0.006803332
MSC	ENSG00000178860	0.977208851	0.331236327	2.950186226	0.003175824	0.01906835
IDH1	ENSG00000138413	0.976947402	0.202311097	4.828936301	1.37E-06	4.28E-05
RIF1	ENSG00000080345	0.976678106	0.278593387	3.505747635	0.000455327	0.004399044
COX6B1	ENSG00000126267	0.976252475	0.276337442	3.532827356	0.000411141	0.004074431
IER3	ENSG00000137331	0.974818777	0.323526578	3.013102607	0.002585915	0.016423156
MGAT4A	ENSG00000071073	0.974494567	0.254098033	3.835112593	0.000125507	0.001615829
RPL18A	ENSG00000105640	0.973786841	0.262845021	3.704794701	0.000211562	0.002433337
RBM27	ENSG00000091009	0.97377019	0.289314895	3.365779667	0.000763276	0.006516767
ME1	ENSG00000065833	0.973737733	0.291356542	3.342082956	0.000831522	0.006943179
BAG4	ENSG00000156735	0.973528835	0.243379125	4.000050687	6.33E-05	0.000939083
OSCAR	ENSG00000170909	0.97338807	0.290162581	3.354629907	0.000794712	0.006717134
NIFK	ENSG00000155438	0.973337637	0.286919166	3.392375808	0.000692893	0.006049727
MRPS30	ENSG00000112996	0.973241946	0.221254316	4.398747839	1.09E-05	0.000234019
RPL13AP5	ENSG00000236552	0.973160475	0.31786138	3.061587646	0.002201665	0.014696277
CAMSAP2	ENSG00000118200	0.972940738	0.275204633	3.535335606	0.000407258	0.004051025
NSL1	ENSG00000117697	0.972932366	0.284267993	3.422588514	0.000620279	0.005566387
HAUS1	ENSG00000152240	0.972752278	0.300266104	3.239633994	0.001196832	0.009203478
ATP8B4	ENSG00000104043	0.972603836	0.279444178	3.480494181	0.00050049	0.004731701
GAPDH	ENSG00000111640	0.972581148	0.273604468	3.554697611	0.000378414	0.003823107
SMPDL3B	ENSG00000130768	0.972555294	0.221761505	4.385591155	1.16E-05	0.00024515
NAA20	ENSG00000173418	0.972095561	0.278477244	3.490754032	0.000481659	0.004601873
C1orf54	ENSG00000118292	0.972070646	0.278381342	3.491867083	0.000479657	0.004591232
DLAT	ENSG00000150768	0.971789156	0.226919264	4.282532644	1.85E-05	0.000352845
CDC7	ENSG00000097046	0.971728268	0.276577021	3.513409261	0.000442395	0.00429233
NA	ENSG00000250011	0.971697358	0.375307511	2.589069842	0.009623557	0.043566311
ZFAND6	ENSG00000086666	0.971523211	0.253998536	3.824916575	0.000130816	0.001668147
CRIPT	ENSG00000119878	0.970141725	0.268904814	3.607751418	0.000308862	0.003281291
FEM1C	ENSG00000145780	0.970060296	0.28013606	3.46281838	0.000534549	0.004972377
RRP9	ENSG00000114767	0.969777357	0.263180945	3.684831205	0.000228854	0.002580978
PSMB3	ENSG00000277791	0.969457842	0.303511348	3.194140346	0.001402479	0.010357959
CMPK1	ENSG00000162368	0.969338928	0.264667691	3.662475483	0.00024979	0.002768117
G2E3	ENSG00000092140	0.968845695	0.276719912	3.501178096	0.000463206	0.004458139
KRAS	ENSG00000133703	0.968821108	0.266699501	3.632631878	0.000280545	0.003042291
CYLD	ENSG00000083799	0.968580427	0.311644958	3.107961163	0.001883828	0.013017516
CYP51A1	ENSG00000001630	0.968558141	0.23281827	4.160146627	3.18E-05	0.000543083
VPS72	ENSG00000163159	0.968439972	0.273188734	3.544948418	0.00039269	0.003935363
TSPAN13	ENSG00000106537	0.968050333	0.310163766	3.121094201	0.001801804	0.01260834
ASPM	ENSG00000066279	0.967781844	0.267694708	3.615244581	0.000300064	0.003205097
TAPBPL	ENSG00000139192	0.967767045	0.237930447	4.067436753	4.75E-05	0.000752922
CALCRL	ENSG00000064989	0.967188027	0.34841319	2.775979946	0.00550356	0.028633609
WAS	ENSG00000015285	0.966696431	0.347670119	2.780499036	0.005427542	0.028309283
PDZD11	ENSG00000120509	0.96564032	0.271066208	3.562378085	0.000367511	0.003744528
PCK2	ENSG00000100889	0.964619452	0.219885403	4.386918995	1.15E-05	0.000243886
PPP1CC	ENSG00000186298	0.964571445	0.301532161	3.198900713	0.001379527	0.010251383
TLCD4	ENSG00000152078	0.964499653	0.305492183	3.157199122	0.001592925	0.01148137
CHIA	ENSG00000134216	0.96406885	0.304495369	3.166119912	0.001544871	0.011196803
MSRB1	ENSG00000198736	0.963954946	0.276594195	3.48508741	0.000491976	0.004683549
FYTTD1	ENSG00000122068	0.963914332	0.280432528	3.437241525	0.000587671	0.005354914
STC2	ENSG00000113739	0.963702012	0.281651028	3.421617239	0.000622499	0.005570257
PTBP3	ENSG00000119314	0.963108766	0.262717355	3.665950296	0.000246422	0.002741473
EXOC5	ENSG00000070367	0.962864526	0.27431207	3.51010631	0.000447928	0.004340454
QKI	ENSG00000112531	0.962647841	0.321812692	2.991329634	0.002777655	0.017304213
RPL31	ENSG00000071082	0.961515747	0.23905924	4.022081501	5.77E-05	0.000874784
RNF11	ENSG00000123091	0.961029493	0.261259934	3.678441915	0.000234663	0.002636427
TTC1	ENSG00000113312	0.960514978	0.295714566	3.248115207	0.001161722	0.008991201
NA	ENSG00000224593	0.960413302	0.338920377	2.833743162	0.004600629	0.024986762
TSTA3	ENSG00000104522	0.960245946	0.279050087	3.441123976	0.000579303	0.005289248
LIN54	ENSG00000189308	0.960156874	0.235141027	4.083323469	4.44E-05	0.000714166
COX7C	ENSG00000127184	0.960092981	0.224703519	4.272710041	1.93E-05	0.000365025
TMCO1	ENSG00000143183	0.959914797	0.280566254	3.421348023	0.000623115	0.005573027
MMAA	ENSG00000151611	0.959891872	0.256936083	3.735916964	0.000187032	0.002202396
NA	ENSG00000244716	0.959505704	0.290638943	3.301366618	0.000962151	0.007774396
ZWINT	ENSG00000122952	0.959098977	0.253505652	3.783343572	0.000154736	0.001903833
RFC3	ENSG00000133119	0.958463584	0.27021719	3.547011889	0.000389627	0.003910794
RELT	ENSG00000054967	0.958382644	0.255323301	3.753604312	0.00017431	0.002086037
PARP11	ENSG00000111224	0.958354917	0.273616197	3.502551856	0.000460824	0.004437089
MMRN1	ENSG00000138722	0.958190206	0.249879887	3.834603166	0.000125767	0.001617352
NA	ENSG00000267120	0.95798449	0.317517714	3.017105652	0.002552008	0.016262267
RCN2	ENSG00000117906	0.957896579	0.225502088	4.247839068	2.16E-05	0.000397492
GALNT3	ENSG00000115339	0.957847097	0.245200518	3.906382848	9.37E-05	0.001286204
TNFSF10	ENSG00000121858	0.957744131	0.332163991	2.883347255	0.003934734	0.022293556
CSF2RA	ENSG00000198223	0.956649342	0.311031578	3.075730603	0.002099875	0.014141228
KRT8	ENSG00000170421	0.956231793	0.30407084	3.144766505	0.001662194	0.011841899
MFSD1	ENSG00000118855	0.956132635	0.224146829	4.265653192	1.99E-05	0.000372941
DYNLL1	ENSG00000088986	0.955841452	0.226869268	4.213181722	2.52E-05	0.000450939
ARL17A	ENSG00000228696	0.955775817	0.321684277	2.971161116	0.002966761	0.018109255
ARL17B	ENSG00000228696	0.955775817	0.321684277	2.971161116	0.002966761	0.018109255
LOC100996709	ENSG00000228696	0.955775817	0.321684277	2.971161116	0.002966761	0.018109255
NA	ENSG00000274629	0.955736132	0.35732501	2.674696999	0.007479682	0.036116359
ARHGAP5	ENSG00000100852	0.955291463	0.311548193	3.066271877	0.002167461	0.01451191
DUSP5	ENSG00000138166	0.954988302	0.249627831	3.825648362	0.000130428	0.001665065
FASLG	ENSG00000117560	0.954972757	0.37144735	2.570950516	0.010141982	0.045166343
ATP5MG	ENSG00000167283	0.954808068	0.289390486	3.299376156	0.000969	0.00780008
TRIM23	ENSG00000113595	0.954654308	0.289695769	3.295368487	0.000982927	0.007880965
CLIC2	ENSG00000155962	0.954624461	0.32772499	2.912882725	0.003581091	0.020836602
NDUFA5	ENSG00000128609	0.954578902	0.269552321	3.541349215	0.000398086	0.003973808
GLMN	ENSG00000174842	0.954472008	0.347462437	2.746978972	0.006014699	0.030532244
PSAT1	ENSG00000135069	0.954108783	0.278898385	3.420990703	0.000623935	0.005578162
LBR	ENSG00000143815	0.954012219	0.27169873	3.511287003	0.000445943	0.004323061
SAMHD1	ENSG00000101347	0.953661065	0.244464085	3.901027286	9.58E-05	0.001304767
FANCM	ENSG00000187790	0.9534716	0.266818721	3.573480891	0.000352267	0.00362
PCNA	ENSG00000132646	0.95334478	0.257336251	3.704665695	0.00021167	0.002433346
DERA	ENSG00000023697	0.952837379	0.24833493	3.836904382	0.000124595	0.001606816
ERGIC2	ENSG00000087502	0.952623743	0.257881429	3.694037782	0.000220721	0.002512026
ZNF148	ENSG00000163848	0.952513574	0.290811428	3.275365006	0.001055255	0.008305575
C4BPA	ENSG00000123838	0.951928432	0.250931917	3.793572549	0.000148495	0.001850054
NA	ENSG00000244398	0.951615429	0.369602923	2.57469671	0.010032802	0.04485682
NA	ENSG00000235027	0.95073433	0.343904721	2.764528289	0.005700516	0.029336458
PYM1	ENSG00000170473	0.950558876	0.287420347	3.307208012	0.000942309	0.007660298
ISCA2	ENSG00000165898	0.95022179	0.294601764	3.225445015	0.00125777	0.009555861
MT1M	ENSG00000205364	0.950185591	0.32807128	2.896277883	0.003776179	0.021655613
TOR1A	ENSG00000136827	0.949914417	0.285244456	3.330176616	0.000867909	0.007188991
GBP3	ENSG00000117226	0.949656451	0.250088596	3.7972801	0.000146292	0.001828616
PTPN6	ENSG00000111679	0.949634865	0.304457488	3.119104975	0.001814013	0.012661935
PRKCQ-AS1	ENSG00000237943	0.94957477	0.370105956	2.565683567	0.010297272	0.045662674
MAN1A1	ENSG00000111885	0.949480752	0.269580204	3.522071498	0.000428189	0.004192025
RAB11FIP2	ENSG00000107560	0.949314108	0.252874857	3.754086591	0.000173975	0.002083121
GATM	ENSG00000171766	0.948574659	0.266609142	3.557922472	0.0003738	0.003789945
HAX1	ENSG00000143575	0.948248682	0.288379854	3.288193222	0.001008326	0.008036246
CARD11	ENSG00000198286	0.947981714	0.352690877	2.687854368	0.007191275	0.034996948
NDUFA6	ENSG00000184983	0.947698176	0.281153267	3.370752849	0.000749631	0.006426778
RRAGD	ENSG00000025039	0.947465825	0.238799221	3.967625276	7.26E-05	0.001043871
PRKACB	ENSG00000142875	0.946961083	0.282963999	3.346577968	0.000818157	0.006864001
NBN	ENSG00000104320	0.946114007	0.255914811	3.696988091	0.000218173	0.002486752
COX6C	ENSG00000164919	0.945964966	0.22422417	4.218835852	2.46E-05	0.000441616
DPM1	ENSG00000000419	0.945732605	0.271627188	3.481730277	0.000498185	0.004726699
HK2	ENSG00000159399	0.945728756	0.250996438	3.767897127	0.000164629	0.001993231
NDUFA8	ENSG00000119421	0.945223862	0.230989322	4.092067343	4.28E-05	0.000691578
DUSP11	ENSG00000144048	0.945023496	0.267410179	3.533984753	0.000409345	0.004065801
GHITM	ENSG00000165678	0.944663249	0.263340639	3.587229266	0.00033421	0.003472067
DDX21	ENSG00000165732	0.944634504	0.309193273	3.055158653	0.002249415	0.014892723
CASP7	ENSG00000165806	0.944549934	0.237999984	3.968697466	7.23E-05	0.001040997
VMP1	ENSG00000062716	0.944358073	0.244925071	3.855701944	0.000115398	0.001511329
KLF6	ENSG00000067082	0.94372512	0.237356089	3.975988665	7.01E-05	0.00101808
ZNF107	ENSG00000196247	0.943241977	0.29477211	3.199902387	0.001374741	0.01021942
ARMCX1	ENSG00000126947	0.942812179	0.250174891	3.768612325	0.000164158	0.001989646
NDUFB8	ENSG00000166136	0.941907973	0.274152222	3.435711607	0.000591	0.005376964
TMEM60	ENSG00000135211	0.940451191	0.303500335	3.098682552	0.001943832	0.013325495
GALNT4	ENSG00000257594	0.940153919	0.238769927	3.937488831	8.23E-05	0.00115691
ATP6V1B2	ENSG00000147416	0.94006793	0.23167276	4.057740447	4.95E-05	0.000779442
ATF1	ENSG00000123268	0.939505091	0.253418895	3.707320609	0.000209464	0.002417034
LINC01671	ENSG00000225431	0.939077355	0.327779178	2.864969525	0.004170494	0.023236869
LOC100506100	ENSG00000223478	0.938906673	0.360496505	2.604482044	0.009201324	0.042132477
PHF6	ENSG00000156531	0.938897267	0.293585579	3.198036058	0.00138367	0.010275723
NFKBIA	ENSG00000100906	0.938806849	0.24668008	3.80576676	0.000141366	0.001782694
SSBP1	ENSG00000106028	0.938624508	0.295456425	3.176862735	0.001488775	0.010864007
LILRB5	ENSG00000105609	0.93849504	0.265816185	3.530616622	0.000414592	0.004099456
LRRC8C	ENSG00000171488	0.938382201	0.323944185	2.89674038	0.003770617	0.021629731
HMGA1	ENSG00000137309	0.937906081	0.257215997	3.646375383	0.000265965	0.002917544
NUSAP1	ENSG00000137804	0.93778311	0.272189919	3.445326381	0.00057037	0.005230769
SMIM27	ENSG00000235453	0.937423256	0.324109058	2.892308109	0.003824227	0.021832721
LEPROTL1	ENSG00000104660	0.937362141	0.275777868	3.398975229	0.000676388	0.005939797
CDCA4	ENSG00000170779	0.937175678	0.2654683	3.530273395	0.00041513	0.004102699
RAP1B	ENSG00000127314	0.937101653	0.291121191	3.218940021	0.001286654	0.00972984
MMD	ENSG00000108960	0.937020024	0.279761918	3.349348007	0.00081002	0.006820221
SAP30	ENSG00000164105	0.935368947	0.264235098	3.53991182	0.000400261	0.003990686
UBE2D3	ENSG00000109332	0.933873461	0.262741086	3.554348788	0.000378916	0.003824787
PGAM1	ENSG00000171314	0.933723214	0.259383261	3.59978207	0.000318484	0.003350716
SEC23A	ENSG00000100934	0.933064888	0.276997864	3.368491269	0.000755808	0.006472423
NAA38	ENSG00000183011	0.932625005	0.250481094	3.723334932	0.000196608	0.002294975
